BIZDATE,ITEMCODE,Record_Count,brand_1_STORE_CODE_Count,brand_2_STORE_CODE_Count,brand_6_STORE_CODE_Count,Spring_Eve,holiday,comp,recomm,photo,temp
"2016-09-18","2040005",17.000000,36,170,1,0,0,1,2,1,28
"2016-09-18","2060009",2.000000,36,170,1,0,0,1,1,0,28
"2016-09-18","2040042",2.000000,36,170,1,0,0,1,1,1,28
"2016-09-18","2040014",38.000000,36,170,1,0,0,1,1,1,28
"2016-09-18","2050010",94.000000,36,170,1,0,0,1,1,0,28
"2016-09-18","2040031",13.000000,36,170,1,0,0,1,1,1,28
"2016-09-18","2040015",13.000000,36,170,1,0,0,1,1,0,28
"2016-09-18","2040006",20.000000,36,170,1,0,0,1,1,1,28
"2016-09-18","2060008",2.000000,36,170,1,0,0,1,1,0,28
"2016-09-18","2040012",14.000000,36,170,1,0,0,1,1,1,28
"2016-09-19","2060008",3.000000,36,170,1,0,0,0,1,0,27
"2016-09-19","2040006",23.000000,36,170,1,0,0,0,1,1,27
"2016-09-19","2040023",24.000000,36,170,1,0,0,0,1,1,27
"2016-09-19","2040015",9.000000,36,170,1,0,0,0,1,0,27
"2016-09-19","2040031",17.000000,36,170,1,0,0,0,1,1,27
"2016-09-19","2050010",73.000000,36,170,1,0,0,0,1,0,27
"2016-09-19","2040014",19.000000,36,170,1,0,0,0,1,1,27
"2016-09-19","2040042",6.000000,36,170,1,0,0,0,1,1,27
"2016-09-19","2060009",1.000000,36,170,1,0,0,0,1,0,27
"2016-09-19","2040012",11.000000,36,170,1,0,0,0,1,1,27
"2016-09-19","2040005",10.000000,36,170,1,0,0,0,2,1,27
"2016-09-19","2040013",48.000000,36,170,1,0,0,0,1,0,27
"2016-09-19","2050009",7.000000,36,170,1,0,0,0,1,1,27
"2016-09-19","2040009",14.000000,36,170,1,0,0,0,1,1,27
"2016-09-19","2060014",1.000000,36,170,1,0,0,0,1,0,27
"2016-09-20","2040012",14.000000,36,170,1,0,0,0,1,1,26
"2016-09-20","2060009",7.000000,36,170,1,0,0,0,1,0,26
"2016-09-20","2040042",8.000000,36,170,1,0,0,0,1,1,26
"2016-09-20","2040014",14.000000,36,170,1,0,0,0,1,1,26
"2016-09-20","2050010",67.000000,36,170,1,0,0,0,1,0,26
"2016-09-20","2040031",16.000000,36,170,1,0,0,0,1,1,26
"2016-09-20","2040015",9.000000,36,170,1,0,0,0,1,0,26
"2016-09-20","2040006",15.000000,36,170,1,0,0,0,1,1,26
"2016-09-20","2060008",3.000000,36,170,1,0,0,0,1,0,26
"2016-09-20","2040023",20.000000,36,170,1,0,0,0,1,1,26
"2016-09-20","2060014",0.000000,36,170,1,0,0,0,1,0,26
"2016-09-20","2040009",19.000000,36,170,1,0,0,0,1,1,26
"2016-09-20","2050009",13.000000,36,170,1,0,0,0,1,1,26
"2016-09-20","2040013",66.000000,36,170,1,0,0,0,1,0,26
"2016-09-20","2040005",13.000000,36,170,1,0,0,0,2,1,26
"2016-09-21","2040031",13.000000,36,170,1,0,0,0,1,1,27
"2016-09-21","2050010",69.000000,36,170,1,0,0,0,1,0,27
"2016-09-21","2040014",27.000000,36,170,1,0,0,0,1,1,27
"2016-09-21","2040042",8.000000,36,170,1,0,0,0,1,1,27
"2016-09-21","2060009",6.000000,36,170,1,0,0,0,1,0,27
"2016-09-21","2040012",12.000000,36,170,1,0,0,0,1,1,27
"2016-09-21","2040005",11.000000,36,170,1,0,0,0,2,1,27
"2016-09-21","2040013",44.000000,36,170,1,0,0,0,1,0,27
"2016-09-21","2050009",21.000000,36,170,1,0,0,0,1,1,27
"2016-09-21","2040009",21.000000,36,170,1,0,0,0,1,1,27
"2016-09-21","2060008",6.000000,36,170,1,0,0,0,1,0,27
"2016-09-21","2040015",22.000000,36,170,1,0,0,0,1,0,27
"2016-09-21","2040023",23.000000,36,170,1,0,0,0,1,1,27
"2016-09-21","2060014",3.000000,36,170,1,0,0,0,1,0,27
"2016-09-21","2040006",29.000000,36,170,1,0,0,0,1,1,27
"2016-09-22","2060008",23.000000,36,169,1,0,0,0,1,0,27
"2016-09-22","2040006",48.000000,36,169,1,0,0,0,1,1,27
"2016-09-22","2040023",60.000000,36,169,1,0,0,0,1,1,27
"2016-09-22","2040015",66.000000,36,169,1,0,0,0,1,0,27
"2016-09-22","2040031",30.000000,36,169,1,0,0,0,1,1,27
"2016-09-22","2050010",264.000000,36,169,1,0,0,0,1,0,27
"2016-09-22","2040014",101.000000,36,169,1,0,0,0,1,1,27
"2016-09-22","2040042",33.000000,36,169,1,0,0,0,1,1,27
"2016-09-22","2060009",32.000000,36,169,1,0,0,0,1,0,27
"2016-09-22","2040012",21.000000,36,169,1,0,0,0,1,1,27
"2016-09-22","2040005",51.000000,36,169,1,0,0,0,2,1,27
"2016-09-22","2050009",53.000000,36,169,1,0,0,0,1,1,27
